order_id,customer_id,sku_id,sku_name
T00031,C0942,SKU_018,香蕉
T00032,C0010,SKU_005,塑膠袋
T00032,C0010,SKU_009,礦泉水
T00032,C0010,SKU_013,果醬
T00032,C0010,SKU_030,SKU_NEW_002
T00033,C0192,SKU_007,可樂
T00033,C0192,SKU_008,醬油
T00033,C0192,SKU_009,礦泉水
T00033,C0192,SKU_015,牛奶
T00033,C0192,SKU_021,餅乾
T00034,C0024,SKU_005,塑膠袋
T00034,C0024,SKU_018,香蕉
T00034,C0024,SKU_026,牙膏
T00035,C0184,SKU_001,尿布
T00035,C0184,SKU_010,寶特瓶飲料
T00036,C0471,SKU_006,米
T00036,C0471,SKU_008,醬油
T00036,C0471,SKU_022,巧克力
T00036,C0471,SKU_027,洗髮精
T00036,C0471,SKU_030,SKU_NEW_002
T00037,C0513,SKU_001,尿布
T00037,C0513,SKU_003,啤酒
T00037,C0513,SKU_008,醬油
T00037,C0513,SKU_015,牛奶
T00037,C0513,SKU_029,SKU_NEW_001
T00038,C0547,SKU_005,塑膠袋
T00038,C0547,SKU_012,麵包
T00038,C0547,SKU_019,橘子
T00039,C0046,SKU_001,尿布
T00039,C0046,SKU_003,啤酒
T00039,C0046,SKU_005,塑膠袋
T00039,C0046,SKU_009,礦泉水
T00039,C0046,SKU_011,杯麵
T00039,C0046,SKU_014,雪碧
T00039,C0046,SKU_017,蘋果
T00039,C0046,SKU_028,茶包
T00040,C0027,SKU_003,啤酒
T00040,C0027,SKU_006,米
T00041,C0615,SKU_001,尿布
T00041,C0615,SKU_003,啤酒
T00041,C0615,SKU_025,衛生紙
T00042,C0326,SKU_003,啤酒
T00042,C0326,SKU_005,塑膠袋
T00042,C0326,SKU_008,醬油
T00042,C0326,SKU_019,橘子
T00042,C0326,SKU_027,洗髮精
T00043,C0705,SKU_017,蘋果
T00043,C0705,SKU_027,洗髮精
T00044,C0813,SKU_001,尿布
T00044,C0813,SKU_003,啤酒
T00044,C0813,SKU_005,塑膠袋
T00044,C0813,SKU_006,米
T00044,C0813,SKU_007,可樂
T00044,C0813,SKU_008,醬油
T00044,C0813,SKU_013,果醬
T00044,C0813,SKU_019,橘子
T00044,C0813,SKU_022,巧克力
T00045,C0715,SKU_002,起司
T00045,C0715,SKU_006,米
T00045,C0715,SKU_007,可樂
T00045,C0715,SKU_020,葡萄
T00045,C0715,SKU_030,SKU_NEW_002
T00046,C0966,SKU_001,尿布
T00046,C0966,SKU_026,牙膏
T00046,C0966,SKU_029,SKU_NEW_001
T00047,C0741,SKU_001,尿布
T00047,C0741,SKU_008,醬油
T00047,C0741,SKU_009,礦泉水
T00047,C0741,SKU_010,寶特瓶飲料
T00047,C0741,SKU_030,SKU_NEW_002
T00048,C0439,SKU_001,尿布
T00048,C0439,SKU_003,啤酒
T00048,C0439,SKU_006,米
T00048,C0439,SKU_008,醬油
T00049,C0652,SKU_007,可樂
T00049,C0652,SKU_009,礦泉水
T00049,C0652,SKU_013,果醬
T00050,C0406,SKU_001,尿布
T00050,C0406,SKU_003,啤酒
T00050,C0406,SKU_029,SKU_NEW_001
T00051,C0121,SKU_001,尿布
T00051,C0121,SKU_003,啤酒
T00051,C0121,SKU_006,米
T00051,C0121,SKU_009,礦泉水
T00051,C0121,SKU_010,寶特瓶飲料
T00051,C0121,SKU_018,香蕉
T00052,C0436,SKU_001,尿布
T00052,C0436,SKU_003,啤酒
T00052,C0436,SKU_010,寶特瓶飲料
T00052,C0436,SKU_011,杯麵
T00052,C0436,SKU_022,巧克力
T00052,C0436,SKU_025,衛生紙
T00053,C0006,SKU_009,礦泉水
T00053,C0006,SKU_014,雪碧
T00053,C0006,SKU_027,洗髮精
T00054,C0180,SKU_001,尿布
T00054,C0180,SKU_008,醬油
T00054,C0180,SKU_014,雪碧
T00054,C0180,SKU_020,葡萄
T00055,C0047,SKU_007,可樂
T00055,C0047,SKU_011,杯麵
T00055,C0047,SKU_024,口香糖
T00056,C0392,SKU_007,可樂
T00057,C0103,SKU_006,米
T00057,C0103,SKU_009,礦泉水
T00058,C0519,SKU_001,尿布
T00058,C0519,SKU_003,啤酒
T00058,C0519,SKU_007,可樂
T00058,C0519,SKU_014,雪碧
T00058,C0519,SKU_022,巧克力
T00059,C0198,SKU_009,礦泉水
T00059,C0198,SKU_021,餅乾
T00059,C0198,SKU_022,巧克力
T00060,C1295,SKU_004,紅酒
T00060,C1295,SKU_012,麵包
T00060,C1295,SKU_016,豆漿
T00061,C1180,SKU_004,紅酒
T00061,C1180,SKU_005,塑膠袋
T00061,C1180,SKU_008,醬油
T00061,C1180,SKU_016,豆漿
T00061,C1180,SKU_027,洗髮精
T00062,C1307,SKU_005,塑膠袋
T00062,C1307,SKU_019,橘子
T00062,C1307,SKU_026,牙膏
T00063,C0871,SKU_006,米
T00063,C0871,SKU_008,醬油
T00063,C0871,SKU_009,礦泉水
T00063,C0871,SKU_020,葡萄
T00064,C0921,SKU_002,起司
T00064,C0921,SKU_004,紅酒
T00064,C0921,SKU_007,可樂
T00065,C0667,SKU_005,塑膠袋
T00065,C0667,SKU_023,洋芋片
T00065,C0667,SKU_029,SKU_NEW_001
T00066,C0116,SKU_002,起司
T00066,C0116,SKU_007,可樂
T00066,C0116,SKU_013,果醬
T00066,C0116,SKU_020,葡萄
T00066,C0116,SKU_025,衛生紙
T00067,C1086,SKU_006,米
T00067,C1086,SKU_008,醬油
T00067,C1086,SKU_010,寶特瓶飲料
T00067,C1086,SKU_011,杯麵
T00067,C1086,SKU_015,牛奶
T00067,C1086,SKU_017,蘋果
T00068,C0053,SKU_001,尿布
T00068,C0053,SKU_003,啤酒
T00068,C0053,SKU_007,可樂
T00068,C0053,SKU_023,洋芋片
T00069,C0098,SKU_004,紅酒
T00069,C0098,SKU_007,可樂
T00069,C0098,SKU_009,礦泉水
T00069,C0098,SKU_010,寶特瓶飲料
T00069,C0098,SKU_018,香蕉
T00069,C0098,SKU_021,餅乾
T00069,C0098,SKU_026,牙膏
T00070,C1093,SKU_003,啤酒
T00070,C1093,SKU_008,醬油
T00070,C1093,SKU_009,礦泉水
T00070,C1093,SKU_012,麵包
T00070,C1093,SKU_018,香蕉
T00071,C0899,SKU_005,塑膠袋
T00071,C0899,SKU_010,寶特瓶飲料
T00071,C0899,SKU_015,牛奶
T00072,C0883,SKU_006,米
T00072,C0883,SKU_007,可樂
T00072,C0883,SKU_008,醬油
T00072,C0883,SKU_009,礦泉水
T00073,C1136,SKU_008,醬油
T00074,C0108,SKU_018,香蕉
T00074,C0108,SKU_021,餅乾
T00074,C0108,SKU_023,洋芋片
T00074,C0108,SKU_029,SKU_NEW_001
T00075,C0189,SKU_001,尿布
T00075,C0189,SKU_003,啤酒
T00075,C0189,SKU_010,寶特瓶飲料
T00075,C0189,SKU_012,麵包
T00075,C0189,SKU_016,豆漿
T00075,C0189,SKU_017,蘋果
T00076,C0759,SKU_009,礦泉水
T00077,C0254,SKU_002,起司
T00077,C0254,SKU_004,紅酒
T00077,C0254,SKU_011,杯麵
T00077,C0254,SKU_014,雪碧
T00077,C0254,SKU_015,牛奶
T00077,C0254,SKU_016,豆漿
T00078,C0331,SKU_001,尿布
T00078,C0331,SKU_003,啤酒
T00078,C0331,SKU_023,洋芋片
T00079,C0836,SKU_005,塑膠袋
T00079,C0836,SKU_008,醬油
T00079,C0836,SKU_014,雪碧
T00079,C0836,SKU_023,洋芋片
T00080,C1307,SKU_008,醬油
T00080,C1307,SKU_010,寶特瓶飲料
T00080,C1307,SKU_024,口香糖
T00081,C1436,SKU_002,起司
T00081,C1436,SKU_004,紅酒
T00082,C0537,SKU_005,塑膠袋
T00082,C0537,SKU_009,礦泉水
T00082,C0537,SKU_010,寶特瓶飲料
T00082,C0537,SKU_022,巧克力
T00082,C0537,SKU_029,SKU_NEW_001
T00083,C0293,SKU_005,塑膠袋
T00083,C0293,SKU_006,米
T00083,C0293,SKU_007,可樂
T00083,C0293,SKU_008,醬油
T00083,C0293,SKU_012,麵包
T00084,C0829,SKU_002,起司
T00084,C0829,SKU_004,紅酒
T00084,C0829,SKU_014,雪碧
T00084,C0829,SKU_018,香蕉
T00085,C0380,SKU_007,可樂
T00085,C0380,SKU_019,橘子
T00086,C0319,SKU_007,可樂
T00086,C0319,SKU_010,寶特瓶飲料
T00086,C0319,SKU_013,果醬
T00086,C0319,SKU_029,SKU_NEW_001
T00087,C1288,SKU_001,尿布
T00087,C1288,SKU_002,起司
T00087,C1288,SKU_003,啤酒
T00087,C1288,SKU_007,可樂
T00087,C1288,SKU_016,豆漿
T00087,C1288,SKU_018,香蕉
T00087,C1288,SKU_021,餅乾
T00088,C0681,SKU_010,寶特瓶飲料
T00089,C0354,SKU_005,塑膠袋
T00089,C0354,SKU_007,可樂
T00089,C0354,SKU_010,寶特瓶飲料
T00089,C0354,SKU_012,麵包
T00089,C0354,SKU_013,果醬
T00089,C0354,SKU_019,橘子
T00089,C0354,SKU_021,餅乾
T00089,C0354,SKU_025,衛生紙
T00090,C0629,SKU_006,米
T00090,C0629,SKU_007,可樂
T00090,C0629,SKU_008,醬油
T00090,C0629,SKU_009,礦泉水
T00090,C0629,SKU_014,雪碧
T00091,C0755,SKU_004,紅酒
T00091,C0755,SKU_007,可樂
T00091,C0755,SKU_024,口香糖
T00091,C0755,SKU_028,茶包
T00092,C0202,SKU_020,葡萄
T00092,C0202,SKU_027,洗髮精
T00093,C0775,SKU_004,紅酒
T00093,C0775,SKU_006,米
T00093,C0775,SKU_008,醬油
T00093,C0775,SKU_020,葡萄
T00094,C0878,SKU_006,米
T00094,C0878,SKU_008,醬油
T00094,C0878,SKU_018,香蕉
T00094,C0878,SKU_020,葡萄
T00095,C0265,SKU_001,尿布
T00095,C0265,SKU_002,起司
T00095,C0265,SKU_015,牛奶
T00095,C0265,SKU_023,洋芋片
T00096,C0333,SKU_001,尿布
T00096,C0333,SKU_003,啤酒
T00096,C0333,SKU_004,紅酒
T00096,C0333,SKU_026,牙膏
T00097,C1233,SKU_002,起司
T00097,C1233,SKU_019,橘子
T00097,C1233,SKU_024,口香糖
T00097,C1233,SKU_027,洗髮精
T00098,C0158,SKU_001,尿布
T00098,C0158,SKU_003,啤酒
T00098,C0158,SKU_005,塑膠袋
T00098,C0158,SKU_007,可樂
T00098,C0158,SKU_008,醬油
T00098,C0158,SKU_009,礦泉水
T00098,C0158,SKU_019,橘子
T00098,C0158,SKU_029,SKU_NEW_001
T00098,C0158,SKU_030,SKU_NEW_002
T00099,C0287,SKU_011,杯麵
T00099,C0287,SKU_026,牙膏
T00100,C0613,SKU_001,尿布
T00100,C0613,SKU_003,啤酒
T00100,C0613,SKU_006,米
T00100,C0613,SKU_007,可樂
T00100,C0613,SKU_008,醬油
T00100,C0613,SKU_009,礦泉水
T00101,C0064,SKU_007,可樂
T00101,C0064,SKU_009,礦泉水
T00101,C0064,SKU_019,橘子
T00101,C0064,SKU_020,葡萄
T00102,C0735,SKU_005,塑膠袋
T00102,C0735,SKU_006,米
T00102,C0735,SKU_008,醬油
T00102,C0735,SKU_010,寶特瓶飲料
T00102,C0735,SKU_012,麵包
T00103,C1073,SKU_002,起司
T00103,C1073,SKU_004,紅酒
T00103,C1073,SKU_006,米
T00103,C1073,SKU_007,可樂
T00103,C1073,SKU_008,醬油
T00104,C0180,SKU_007,可樂
T00104,C0180,SKU_012,麵包
T00105,C1189,SKU_006,米
T00105,C1189,SKU_008,醬油
T00105,C1189,SKU_010,寶特瓶飲料
T00105,C1189,SKU_024,口香糖
T00105,C1189,SKU_026,牙膏
T00106,C0242,SKU_001,尿布
T00106,C0242,SKU_003,啤酒
T00106,C0242,SKU_018,香蕉
T00106,C0242,SKU_026,牙膏
T00107,C0378,SKU_008,醬油
T00107,C0378,SKU_013,果醬
T00108,C0573,SKU_004,紅酒
T00108,C0573,SKU_005,塑膠袋
T00108,C0573,SKU_022,巧克力
T00108,C0573,SKU_027,洗髮精
T00109,C0048,SKU_001,尿布
T00109,C0048,SKU_005,塑膠袋
T00109,C0048,SKU_013,果醬
T00109,C0048,SKU_024,口香糖
T00110,C0313,SKU_002,起司
T00110,C0313,SKU_004,紅酒
T00110,C0313,SKU_007,可樂
T00110,C0313,SKU_021,餅乾
T00111,C0150,SKU_001,尿布
T00111,C0150,SKU_014,雪碧
T00112,C0444,SKU_001,尿布
T00112,C0444,SKU_009,礦泉水
T00112,C0444,SKU_010,寶特瓶飲料
T00112,C0444,SKU_016,豆漿
T00113,C0603,SKU_024,口香糖
T00114,C0153,SKU_004,紅酒
T00114,C0153,SKU_008,醬油
T00114,C0153,SKU_009,礦泉水
T00114,C0153,SKU_012,麵包
T00114,C0153,SKU_015,牛奶
T00114,C0153,SKU_020,葡萄
T00115,C0175,SKU_019,橘子
T00115,C0175,SKU_023,洋芋片
T00115,C0175,SKU_027,洗髮精
T00116,C0742,SKU_001,尿布
T00116,C0742,SKU_006,米
T00116,C0742,SKU_016,豆漿
T00116,C0742,SKU_028,茶包
T00117,C0863,SKU_001,尿布
T00117,C0863,SKU_003,啤酒
T00117,C0863,SKU_006,米
T00117,C0863,SKU_008,醬油
T00118,C0088,SKU_016,豆漿
T00119,C0068,SKU_015,牛奶
T00119,C0068,SKU_017,蘋果
T00119,C0068,SKU_025,衛生紙
T00120,C1001,SKU_002,起司
T00120,C1001,SKU_004,紅酒
T00120,C1001,SKU_014,雪碧
T00120,C1001,SKU_026,牙膏
T00121,C0772,SKU_006,米
T00121,C0772,SKU_008,醬油
T00121,C0772,SKU_009,礦泉水
T00121,C0772,SKU_018,香蕉
T00121,C0772,SKU_024,口香糖
T00121,C0772,SKU_030,SKU_NEW_002
T00122,C1070,SKU_002,起司
T00122,C1070,SKU_004,紅酒
T00122,C1070,SKU_010,寶特瓶飲料
T00122,C1070,SKU_020,葡萄
T00123,C0079,SKU_001,尿布
T00123,C0079,SKU_004,紅酒
T00123,C0079,SKU_006,米
T00123,C0079,SKU_009,礦泉水
T00123,C0079,SKU_027,洗髮精
T00124,C0067,SKU_001,尿布
T00124,C0067,SKU_003,啤酒
T00124,C0067,SKU_005,塑膠袋
T00124,C0067,SKU_008,醬油
T00124,C0067,SKU_014,雪碧
T00124,C0067,SKU_020,葡萄
T00125,C0560,SKU_007,可樂
T00125,C0560,SKU_009,礦泉水
T00125,C0560,SKU_016,豆漿
T00125,C0560,SKU_018,香蕉
T00125,C0560,SKU_026,牙膏
T00126,C0548,SKU_001,尿布
T00126,C0548,SKU_010,寶特瓶飲料
T00126,C0548,SKU_018,香蕉
T00127,C0325,SKU_002,起司
T00127,C0325,SKU_004,紅酒
T00127,C0325,SKU_022,巧克力
T00128,C1112,SKU_005,塑膠袋
T00128,C1112,SKU_010,寶特瓶飲料
T00129,C0363,SKU_002,起司
T00129,C0363,SKU_004,紅酒
T00129,C0363,SKU_005,塑膠袋
T00129,C0363,SKU_007,可樂
T00129,C0363,SKU_023,洋芋片
T00129,C0363,SKU_029,SKU_NEW_001
T00130,C0546,SKU_002,起司
T00130,C0546,SKU_004,紅酒
T00130,C0546,SKU_010,寶特瓶飲料
T00130,C0546,SKU_011,杯麵
T00130,C0546,SKU_020,葡萄
T00130,C0546,SKU_029,SKU_NEW_001
T00131,C0464,SKU_001,尿布
T00131,C0464,SKU_002,起司
T00131,C0464,SKU_009,礦泉水
T00131,C0464,SKU_017,蘋果
T00131,C0464,SKU_020,葡萄
T00131,C0464,SKU_021,餅乾
T00131,C0464,SKU_022,巧克力
T00132,C0174,SKU_005,塑膠袋
T00132,C0174,SKU_010,寶特瓶飲料
T00133,C1222,SKU_001,尿布
T00133,C1222,SKU_002,起司
T00133,C1222,SKU_004,紅酒
T00133,C1222,SKU_006,米
T00133,C1222,SKU_008,醬油
T00133,C1222,SKU_010,寶特瓶飲料
T00133,C1222,SKU_011,杯麵
T00134,C0022,SKU_001,尿布
T00134,C0022,SKU_003,啤酒
T00134,C0022,SKU_009,礦泉水
T00134,C0022,SKU_018,香蕉
T00134,C0022,SKU_028,茶包
T00134,C0022,SKU_030,SKU_NEW_002
T00135,C0003,SKU_005,塑膠袋
T00135,C0003,SKU_011,杯麵
T00136,C0662,SKU_001,尿布
T00136,C0662,SKU_004,紅酒
T00136,C0662,SKU_007,可樂
T00136,C0662,SKU_009,礦泉水
T00136,C0662,SKU_024,口香糖
T00137,C0135,SKU_002,起司
T00137,C0135,SKU_004,紅酒
T00137,C0135,SKU_018,香蕉
T00137,C0135,SKU_029,SKU_NEW_001
T00138,C0412,SKU_007,可樂
T00138,C0412,SKU_009,礦泉水
T00138,C0412,SKU_010,寶特瓶飲料
T00138,C0412,SKU_011,杯麵
T00138,C0412,SKU_019,橘子
T00139,C0762,SKU_002,起司
T00139,C0762,SKU_016,豆漿
T00140,C0120,SKU_019,橘子
T00140,C0120,SKU_027,洗髮精
T00141,C0323,SKU_003,啤酒
T00141,C0323,SKU_010,寶特瓶飲料
T00141,C0323,SKU_018,香蕉
T00142,C0768,SKU_009,礦泉水
T00142,C0768,SKU_015,牛奶
T00142,C0768,SKU_027,洗髮精
T00142,C0768,SKU_028,茶包
T00142,C0768,SKU_030,SKU_NEW_002
T00143,C0669,SKU_002,起司
T00143,C0669,SKU_004,紅酒
T00143,C0669,SKU_024,口香糖
T00144,C0800,SKU_001,尿布
T00144,C0800,SKU_003,啤酒
T00144,C0800,SKU_004,紅酒
T00145,C0281,SKU_001,尿布
T00145,C0281,SKU_021,餅乾
T00145,C0281,SKU_027,洗髮精
T00145,C0281,SKU_028,茶包
T00146,C0650,SKU_001,尿布
T00146,C0650,SKU_003,啤酒
T00146,C0650,SKU_005,塑膠袋
T00146,C0650,SKU_010,寶特瓶飲料
T00146,C0650,SKU_016,豆漿
T00146,C0650,SKU_024,口香糖
T00146,C0650,SKU_027,洗髮精
T00146,C0650,SKU_028,茶包
T00147,C0490,SKU_001,尿布
T00147,C0490,SKU_002,起司
T00147,C0490,SKU_004,紅酒
T00147,C0490,SKU_006,米
T00147,C0490,SKU_007,可樂
T00147,C0490,SKU_030,SKU_NEW_002
T00148,C0795,SKU_002,起司
T00148,C0795,SKU_004,紅酒
T00148,C0795,SKU_007,可樂
T00148,C0795,SKU_013,果醬
T00148,C0795,SKU_017,蘋果
T00148,C0795,SKU_030,SKU_NEW_002
T00149,C0128,SKU_003,啤酒
T00149,C0128,SKU_016,豆漿
T00149,C0128,SKU_029,SKU_NEW_001
T00150,C0127,SKU_004,紅酒
T00150,C0127,SKU_012,麵包
T00150,C0127,SKU_016,豆漿
T00150,C0127,SKU_018,香蕉
T00150,C0127,SKU_023,洋芋片
T00151,C0141,SKU_004,紅酒
T00151,C0141,SKU_023,洋芋片
T00151,C0141,SKU_024,口香糖
T00152,C0110,SKU_004,紅酒
T00152,C0110,SKU_007,可樂
T00152,C0110,SKU_016,豆漿
T00152,C0110,SKU_024,口香糖
T00153,C0193,SKU_006,米
T00153,C0193,SKU_008,醬油
T00153,C0193,SKU_009,礦泉水
T00153,C0193,SKU_028,茶包
T00153,C0193,SKU_030,SKU_NEW_002
T00154,C0879,SKU_030,SKU_NEW_002
T00155,C0537,SKU_007,可樂
T00155,C0537,SKU_011,杯麵
T00155,C0537,SKU_016,豆漿
T00156,C0189,SKU_001,尿布
T00156,C0189,SKU_003,啤酒
T00156,C0189,SKU_006,米
T00156,C0189,SKU_008,醬油
T00157,C0453,SKU_005,塑膠袋
T00157,C0453,SKU_023,洋芋片
T00158,C0212,SKU_001,尿布
T00158,C0212,SKU_003,啤酒
T00158,C0212,SKU_005,塑膠袋
T00158,C0212,SKU_006,米
T00158,C0212,SKU_023,洋芋片
T00158,C0212,SKU_025,衛生紙
T00158,C0212,SKU_028,茶包
T00159,C0317,SKU_005,塑膠袋
T00159,C0317,SKU_019,橘子
T00159,C0317,SKU_028,茶包
T00160,C1028,SKU_001,尿布
T00160,C1028,SKU_003,啤酒
T00160,C1028,SKU_004,紅酒
T00160,C1028,SKU_006,米
T00160,C1028,SKU_008,醬油
T00160,C1028,SKU_010,寶特瓶飲料
T00160,C1028,SKU_019,橘子
T00160,C1028,SKU_022,巧克力
T00160,C1028,SKU_023,洋芋片
T00161,C0194,SKU_002,起司
T00161,C0194,SKU_004,紅酒
T00161,C0194,SKU_011,杯麵
T00161,C0194,SKU_017,蘋果
T00162,C0654,SKU_007,可樂
T00162,C0654,SKU_010,寶特瓶飲料
T00162,C0654,SKU_013,果醬
T00162,C0654,SKU_014,雪碧
T00163,C0673,SKU_006,米
T00163,C0673,SKU_011,杯麵
T00164,C0805,SKU_003,啤酒
T00164,C0805,SKU_006,米
T00164,C0805,SKU_008,醬油
T00164,C0805,SKU_009,礦泉水
T00164,C0805,SKU_013,果醬
T00164,C0805,SKU_016,豆漿
T00165,C0624,SKU_004,紅酒
T00165,C0624,SKU_005,塑膠袋
T00166,C0897,SKU_024,口香糖
T00166,C0897,SKU_030,SKU_NEW_002
T00167,C0084,SKU_009,礦泉水
T00167,C0084,SKU_012,麵包
T00168,C0931,SKU_004,紅酒
T00168,C0931,SKU_005,塑膠袋
T00168,C0931,SKU_007,可樂
T00168,C0931,SKU_009,礦泉水
T00168,C0931,SKU_016,豆漿
T00169,C0198,SKU_007,可樂
T00169,C0198,SKU_008,醬油
T00169,C0198,SKU_021,餅乾
T00169,C0198,SKU_023,洋芋片
T00169,C0198,SKU_028,茶包
T00170,C0666,SKU_003,啤酒
T00170,C0666,SKU_005,塑膠袋
T00170,C0666,SKU_007,可樂
T00170,C0666,SKU_017,蘋果
T00170,C0666,SKU_019,橘子
T00171,C0876,SKU_005,塑膠袋
T00171,C0876,SKU_024,口香糖
T00171,C0876,SKU_025,衛生紙
T00171,C0876,SKU_026,牙膏
T00172,C0936,SKU_010,寶特瓶飲料
T00172,C0936,SKU_025,衛生紙
T00173,C0164,SKU_004,紅酒
T00173,C0164,SKU_025,衛生紙
T00174,C0834,SKU_006,米
T00174,C0834,SKU_008,醬油
T00174,C0834,SKU_014,雪碧
T00175,C0380,SKU_004,紅酒
T00175,C0380,SKU_008,醬油
T00175,C0380,SKU_015,牛奶
T00175,C0380,SKU_017,蘋果
T00176,C0516,SKU_001,尿布
T00176,C0516,SKU_006,米
T00176,C0516,SKU_008,醬油
T00176,C0516,SKU_009,礦泉水
T00176,C0516,SKU_010,寶特瓶飲料
T00176,C0516,SKU_027,洗髮精
T00177,C0870,SKU_003,啤酒
T00178,C0855,SKU_003,啤酒
T00178,C0855,SKU_009,礦泉水
T00178,C0855,SKU_014,雪碧
T00178,C0855,SKU_019,橘子
T00178,C0855,SKU_022,巧克力
T00179,C0919,SKU_022,巧克力
T00179,C0919,SKU_023,洋芋片
T00180,C0704,SKU_006,米
T00180,C0704,SKU_012,麵包
T00180,C0704,SKU_018,香蕉
T00180,C0704,SKU_022,巧克力
T00180,C0704,SKU_028,茶包
T00181,C0027,SKU_009,礦泉水
