order_id,order_date,ship_datetime,delivery_datetime,customer_id,customer_name,region,temp_layer,qty,freight_twd,ship_before_deliver_ok
ORD-202505-00763,2025-04-12,2025-04-13 15:30:00,2025-04-13 19:30:00,C005,蝦皮購物,桃園市,常溫,483,1032.9,True
ORD-202505-00119,2025-03-13,2025-03-13 21:23:00,2025-03-14 23:23:00,C004,家樂福全聯,基隆市,冷藏,483,3211.0,True
ORD-202503-00528,2025-01-07,2025-01-07 18:38:00,2025-01-09 11:38:00,C003,水產鮮活 B2B,台北市,冷藏,482,1029.7,True
ORD-202501-00724,2025-04-26,2025-04-26 09:25:00,2025-04-28 17:25:00,C004,家樂福全聯,台南市,冷藏,482,1922.1,True
ORD-202506-00352,2025-04-19,2025-04-21 07:20:00,2025-04-21 16:20:00,C001,7-11 零售連鎖,新北市,冷藏,481,2936.1,True
ORD-202501-00601,2025-01-18,2025-01-19 08:55:00,2025-01-20 14:55:00,C003,水產鮮活 B2B,高雄市,冷藏,480,2265.55,True
ORD-202505-00330,2025-01-24,2025-01-24 16:38:00,2025-01-26 09:38:00,C005,蝦皮購物,桃園市,常溫,479,1949.1,True
ORD-202502-00684,2025-03-21,2025-03-23 16:49:00,2025-03-26 02:49:00,C008,PChome 24h,新北市,常溫,479,2317.8,True
ORD-202501-00438,2025-03-17,2025-03-17 10:13:00,2025-03-19 13:13:00,C005,蝦皮購物,新北市,常溫,479,2126.7,True
ORD-202506-00708,2025-01-14,2025-01-15 13:29:00,2025-01-17 21:29:00,C002,momo 購物網,基隆市,常溫,479,4417.6,True
ORD-202502-00071,2025-01-07,2025-01-08 16:03:00,2025-01-11 09:03:00,C008,PChome 24h,高雄市,常溫,477,517.9,True
ORD-202501-00465,2025-06-24,2025-06-26 19:09:00,2025-06-27 16:09:00,C004,家樂福全聯,基隆市,冷藏,477,3477.4,True
ORD-202506-00113,2025-05-25,2025-05-26 10:02:00,2025-05-28 03:02:00,C005,蝦皮購物,桃園市,常溫,476,420.1,True
ORD-202504-00454,2025-03-19,2025-03-21 14:24:00,2025-03-22 11:24:00,C004,家樂福全聯,台北市,常溫,475,1317.5,True
ORD-202502-00333,2025-06-14,2025-06-14 17:50:00,2025-06-16 05:50:00,C008,PChome 24h,新竹市,常溫,475,3797.9,True
ORD-202505-00250,2025-04-06,2025-04-07 07:54:00,2025-04-09 22:54:00,C008,PChome 24h,新竹市,常溫,474,1272.8,True
ORD-202506-00511,2025-06-23,2025-06-24 07:20:00,2025-06-25 14:20:00,C002,momo 購物網,台南市,常溫,473,364.5,True
ORD-202502-00522,2025-04-21,2025-04-23 13:03:00,2025-04-25 05:03:00,C007,統一生鮮,台南市,冷藏,473,3740.5,True
ORD-202504-00364,2025-06-30,2025-07-02 03:55:00,2025-07-02 19:55:00,C008,PChome 24h,新竹市,常溫,472,4287.1,True
ORD-202506-00256,2025-02-07,2025-02-08 01:41:00,2025-02-08 06:41:00,C004,家樂福全聯,新北市,冷藏,472,467.6,True
ORD-202503-00342,2025-05-11,2025-05-13 04:36:00,2025-05-14 08:36:00,C003,水產鮮活 B2B,基隆市,冷凍,472,419.6,True
ORD-202502-00559,2025-05-24,2025-05-25 10:07:00,2025-05-27 22:07:00,C001,7-11 零售連鎖,新北市,常溫,471,480.3,True
ORD-202504-00487,2025-03-14,2025-03-15 14:41:00,2025-03-15 15:41:00,C004,家樂福全聯,高雄市,冷藏,471,2411.6,True
ORD-202505-00248,2025-03-21,2025-03-23 09:45:00,2025-03-24 03:45:00,C004,家樂福全聯,新北市,冷藏,470,778.6,True
ORD-202506-00105,2025-03-18,2025-03-20 00:11:00,2025-03-22 13:11:00,C007,統一生鮮,新竹市,冷凍,469,334.7,True
ORD-202504-00067,2025-01-22,2025-01-23 11:35:00,2025-01-25 06:35:00,C003,水產鮮活 B2B,新北市,冷凍,468,2406.7,True
ORD-202502-00735,2025-01-16,2025-01-18 06:13:00,2025-01-20 08:13:00,C008,PChome 24h,台南市,常溫,467,2636.2,True
ORD-202506-00398,2025-01-12,2025-01-12 19:56:00,2025-01-14 07:56:00,C002,momo 購物網,新北市,常溫,466,2261.2,True
ORD-202505-00649,2025-05-22,2025-05-24 18:30:00,2025-05-26 06:30:00,C007,統一生鮮,台北市,冷藏,466,2046.5,True
ORD-202503-00662,2025-02-02,2025-02-03 19:36:00,2025-02-04 04:36:00,C006,全聯福利中心,高雄市,常溫,466,3933.7,True
ORD-202504-00177,2025-01-04,2025-01-05 06:05:00,2025-01-07 22:05:00,C006,全聯福利中心,台中市,常溫,464,1211.0,True
ORD-202501-00419,2025-03-03,2025-03-03 19:13:00,2025-03-04 07:13:00,C008,PChome 24h,台南市,常溫,463,1775.0,True
ORD-202504-00112,2025-05-02,2025-05-02 03:40:00,2025-05-03 01:40:00,C007,統一生鮮,台北市,冷藏,459,2414.5,True
ORD-202505-00626,2025-04-23,2025-04-24 20:37:00,2025-04-25 05:37:00,C001,7-11 零售連鎖,桃園市,常溫,459,1616.4,True
ORD-202504-00600,2025-02-27,2025-02-28 16:43:00,2025-03-03 13:43:00,C003,水產鮮活 B2B,桃園市,冷藏,458,3971.0,True
ORD-202505-00380,2025-06-03,2025-06-04 03:28:00,2025-06-06 13:28:00,C004,家樂福全聯,新北市,冷藏,456,3826.8,True
ORD-202503-00516,2025-01-19,2025-01-21 11:57:00,2025-01-21 16:57:00,C001,7-11 零售連鎖,桃園市,常溫,455,2517.3,True
ORD-202503-00678,2025-03-16,2025-03-18 01:52:00,2025-03-20 17:52:00,C008,PChome 24h,高雄市,常溫,454,688.4,True
ORD-202501-00321,2025-01-31,2025-02-01 10:28:00,2025-02-03 11:28:00,C007,統一生鮮,基隆市,冷藏,453,3200.8,True
ORD-202501-00132,2025-01-05,2025-01-05 15:59:00,2025-01-08 00:59:00,C001,7-11 零售連鎖,桃園市,常溫,452,2953.0,True
ORD-202503-00796,2025-03-19,2025-03-20 04:58:00,2025-03-20 15:58:00,C003,水產鮮活 B2B,桃園市,冷藏,452,254.2,True
ORD-202502-00496,2025-02-12,2025-02-13 12:21:00,2025-02-14 07:21:00,C006,全聯福利中心,台北市,冷藏,452,420.2,True
ORD-202506-00679,2025-05-19,2025-05-20 08:53:00,2025-05-21 02:53:00,C003,水產鮮活 B2B,台北市,冷凍,451,574.5,True
ORD-202504-00162,2025-02-07,2025-02-09 09:37:00,2025-02-09 22:37:00,C002,momo 購物網,新竹市,常溫,450,1896.1,True
ORD-202504-00791,2025-03-24,2025-03-26 12:49:00,2025-03-28 01:49:00,C006,全聯福利中心,新北市,常溫,450,3065.4,True
ORD-202502-00068,2025-02-09,2025-02-09 10:18:00,2025-02-12 03:18:00,C004,家樂福全聯,桃園市,冷藏,449,3467.1,True
ORD-202504-00726,2025-04-03,2025-04-03 23:48:00,2025-04-05 15:48:00,C004,家樂福全聯,台北市,常溫,448,616.8,True
ORD-202505-00306,2025-04-03,2025-04-05 11:09:00,2025-04-07 18:09:00,C001,7-11 零售連鎖,台中市,冷藏,448,2559.8,True
ORD-202506-00058,2025-06-18,2025-06-19 01:17:00,2025-06-20 01:17:00,C001,7-11 零售連鎖,新竹市,常溫,446,713.2,True
ORD-202505-00586,2025-02-13,2025-02-13 22:41:00,2025-02-16 15:41:00,C007,統一生鮮,桃園市,冷藏,446,2401.5,True
ORD-202506-00549,2025-04-19,2025-04-21 00:04:00,2025-04-21 17:04:00,C002,momo 購物網,台北市,常溫,446,4375.9,True
ORD-202504-00323,2025-04-02,2025-04-02 18:22:00,2025-04-04 02:22:00,C002,momo 購物網,高雄市,常溫,445,1427.7,True
ORD-202501-00232,2025-05-24,2025-05-26 07:34:00,2025-05-28 22:34:00,C008,PChome 24h,桃園市,常溫,445,3754.6,True
ORD-202505-00789,2025-03-05,2025-03-07 17:08:00,2025-03-10 14:08:00,C005,蝦皮購物,新北市,常溫,444,4237.5,True
ORD-202502-00547,2025-05-25,2025-05-26 00:41:00,2025-05-27 19:41:00,C008,PChome 24h,台中市,常溫,443,4244.1,True
ORD-202501-00116,2025-05-23,2025-05-24 21:32:00,2025-05-25 11:32:00,C003,水產鮮活 B2B,台南市,冷藏,443,1782.8,True
ORD-202504-00017,2025-03-02,2025-03-02 18:51:00,2025-03-04 23:51:00,C003,水產鮮活 B2B,台中市,冷凍,443,3329.0,True
ORD-202501-00368,2025-03-04,2025-03-06 13:53:00,2025-03-08 22:53:00,C005,蝦皮購物,高雄市,常溫,442,4207.6,True
ORD-202506-00326,2025-04-13,2025-04-14 18:39:00,2025-04-17 05:39:00,C006,全聯福利中心,基隆市,冷藏,442,904.5,True
ORD-202503-00543,2025-05-22,2025-05-22 07:41:00,2025-05-25 02:41:00,C006,全聯福利中心,台南市,冷藏,441,3252.8,True
ORD-202506-00782,2025-01-31,2025-02-02 12:30:00,2025-02-02 20:30:00,C007,統一生鮮,高雄市,冷藏,441,3582.4,True
ORD-202506-00038,2025-02-16,2025-02-18 12:27:00,2025-02-21 03:27:00,C008,PChome 24h,新竹市,常溫,440,790.8,True
ORD-202505-00383,2025-06-04,2025-06-05 11:18:00,2025-06-05 13:18:00,C003,水產鮮活 B2B,高雄市,冷凍,440,321.4,True
ORD-202503-00274,2025-05-26,2025-05-27 16:45:00,2025-05-28 07:45:00,C001,7-11 零售連鎖,台南市,冷藏,440,4427.8,True
ORD-202504-00423,2025-03-27,2025-03-29 03:52:00,2025-03-30 06:52:00,C001,7-11 零售連鎖,新竹市,常溫,439,2234.8,True
ORD-202505-00166,2025-03-08,2025-03-10 21:53:00,2025-03-11 09:53:00,C006,全聯福利中心,台中市,常溫,439,1058.4,True
ORD-202502-00621,2025-01-26,2025-01-28 17:05:00,2025-01-30 21:05:00,C006,全聯福利中心,高雄市,冷藏,439,3206.7,True
ORD-202502-00760,2025-06-11,2025-06-13 06:12:00,2025-06-14 10:12:00,C004,家樂福全聯,新北市,冷藏,438,233.6,True
ORD-202504-00788,2025-03-26,2025-03-28 11:29:00,2025-03-28 16:29:00,C007,統一生鮮,台南市,冷藏,437,1735.4,True
ORD-202501-00728,2025-03-29,2025-03-31 03:33:00,2025-04-03 00:33:00,C002,momo 購物網,新竹市,常溫,437,1800.6,True
ORD-202504-00070,2025-02-21,2025-02-22 13:08:00,2025-02-22 20:08:00,C007,統一生鮮,新北市,冷凍,436,631.1,True
ORD-202505-00257,2025-05-29,2025-05-29 15:59:00,2025-05-30 03:59:00,C003,水產鮮活 B2B,台南市,冷凍,432,2513.1,True
ORD-202502-00644,2025-04-21,2025-04-21 13:09:00,2025-04-24 00:09:00,C006,全聯福利中心,台中市,常溫,431,2849.1,True
ORD-202506-00199,2025-04-04,2025-04-04 22:27:00,2025-04-04 23:27:00,C003,水產鮮活 B2B,高雄市,冷藏,431,1668.9,True
ORD-202501-00027,2025-05-19,2025-05-19 17:22:00,2025-05-20 02:22:00,C008,PChome 24h,桃園市,常溫,430,170.1,True
ORD-202506-00573,2025-06-13,2025-06-15 04:19:00,2025-06-17 08:19:00,C002,momo 購物網,新北市,常溫,429,4112.6,True
ORD-202501-00614,2025-02-05,2025-02-05 16:30:00,2025-02-07 00:30:00,C001,7-11 零售連鎖,台中市,常溫,428,1628.8,True
ORD-202506-00393,2025-04-26,2025-04-27 18:01:00,2025-04-28 12:01:00,C007,統一生鮮,台中市,冷凍,428,1647.6,True
ORD-202501-00235,2025-01-16,2025-01-17 15:35:00,2025-01-19 15:35:00,C008,PChome 24h,台中市,常溫,428,1423.3,True
ORD-202506-00623,2025-01-22,2025-01-23 16:14:00,2025-01-23 22:14:00,C005,蝦皮購物,台中市,常溫,427,3152.2,True
ORD-202505-00176,2025-01-27,2025-01-29 09:46:00,2025-01-30 01:46:00,C003,水產鮮活 B2B,台中市,冷藏,426,2392.3,True
ORD-202505-00766,2025-01-28,2025-01-30 00:40:00,2025-02-01 07:40:00,C003,水產鮮活 B2B,台北市,冷凍,426,1245.9,True
ORD-202502-00521,2025-06-28,2025-06-29 21:41:00,2025-06-30 12:41:00,C001,7-11 零售連鎖,台北市,冷藏,424,4345.7,True
ORD-202505-00083,2025-02-13,2025-02-14 05:37:00,2025-02-15 03:37:00,C002,momo 購物網,新北市,常溫,423,2033.8,True
ORD-202503-00081,2025-05-22,2025-05-22 11:39:00,2025-05-22 20:39:00,C008,PChome 24h,桃園市,常溫,422,2621.1,True
ORD-202504-00337,2025-02-22,2025-02-23 01:55:00,2025-02-24 14:55:00,C002,momo 購物網,台中市,常溫,422,1330.7,True
ORD-202503-00164,2025-06-04,2025-06-05 10:05:00,2025-06-07 19:05:00,C005,蝦皮購物,桃園市,常溫,421,328.4,True
ORD-202502-00075,2025-04-28,2025-04-28 15:18:00,2025-04-28 21:18:00,C002,momo 購物網,台南市,常溫,418,2033.8,True
ORD-202504-00169,2025-01-07,2025-01-08 16:31:00,2025-01-10 02:31:00,C006,全聯福利中心,台中市,冷藏,418,919.4,True
ORD-202501-00720,2025-04-10,2025-04-11 14:52:00,2025-04-14 02:52:00,C001,7-11 零售連鎖,新竹市,常溫,418,1524.9,True
ORD-202505-00246,2025-04-11,2025-04-12 02:10:00,2025-04-13 23:10:00,C005,蝦皮購物,台南市,常溫,416,354.1,True
ORD-202504-00056,2025-04-06,2025-04-07 12:43:00,2025-04-07 21:43:00,C006,全聯福利中心,台北市,冷藏,416,655.1,True
ORD-202504-00266,2025-06-01,2025-06-03 18:53:00,2025-06-06 04:53:00,C003,水產鮮活 B2B,基隆市,冷凍,415,2438.0,True
ORD-202505-00631,2025-06-30,2025-06-30 16:32:00,2025-07-03 01:32:00,C003,水產鮮活 B2B,台南市,冷藏,414,4209.4,True
ORD-202502-00759,2025-04-01,2025-04-02 17:53:00,2025-04-04 02:53:00,C004,家樂福全聯,新北市,常溫,413,531.6,True
ORD-202503-00712,2025-03-08,2025-03-10 07:35:00,2025-03-12 02:35:00,C008,PChome 24h,新北市,常溫,413,2704.8,True
ORD-202504-00349,2025-06-18,2025-06-20 23:38:00,2025-06-23 14:38:00,C008,PChome 24h,桃園市,常溫,412,1417.7,True
ORD-202506-00281,2025-06-13,2025-06-13 12:45:00,2025-06-14 00:45:00,C004,家樂福全聯,新北市,冷藏,412,4354.9,True
ORD-202504-00088,2025-03-28,2025-03-29 04:23:00,2025-03-30 06:23:00,C006,全聯福利中心,基隆市,冷藏,412,2173.9,True
ORD-202504-00676,2025-01-04,2025-01-04 22:57:00,2025-01-05 07:57:00,C008,PChome 24h,台南市,常溫,411,1261.4,True
ORD-202504-00149,2025-05-03,2025-05-03 20:05:00,2025-05-05 22:05:00,C007,統一生鮮,台北市,冷凍,411,2483.0,True
ORD-202502-00353,2025-06-18,2025-06-19 10:08:00,2025-06-21 12:08:00,C006,全聯福利中心,桃園市,冷藏,410,4371.6,True
ORD-202506-00080,2025-06-24,2025-06-25 10:42:00,2025-06-25 19:42:00,C008,PChome 24h,台中市,常溫,407,1677.8,True
ORD-202501-00427,2025-06-14,2025-06-16 07:58:00,2025-06-17 12:58:00,C002,momo 購物網,新竹市,常溫,407,2700.5,True
ORD-202506-00005,2025-04-13,2025-04-13 21:14:00,2025-04-16 15:14:00,C007,統一生鮮,新北市,冷藏,406,3087.7,True
ORD-202501-00453,2025-01-06,2025-01-06 05:52:00,2025-01-06 11:52:00,C002,momo 購物網,新北市,常溫,406,4351.3,True
ORD-202501-00320,2025-02-15,2025-02-17 09:38:00,2025-02-19 03:38:00,C008,PChome 24h,台南市,常溫,406,2139.8,True
ORD-202501-00527,2025-05-27,2025-05-29 08:53:00,2025-05-31 14:53:00,C004,家樂福全聯,新竹市,冷藏,404,1672.5,True
ORD-202504-00659,2025-04-14,2025-04-15 21:55:00,2025-04-18 07:55:00,C008,PChome 24h,新北市,常溫,404,1479.9,True
ORD-202504-00357,2025-02-13,2025-02-14 03:17:00,2025-02-16 09:17:00,C006,全聯福利中心,新竹市,冷藏,404,1088.6,True
ORD-202502-00456,2025-03-15,2025-03-15 19:56:00,2025-03-17 06:56:00,C005,蝦皮購物,桃園市,常溫,404,89.6,True
ORD-202502-00530,2025-04-15,2025-04-16 11:05:00,2025-04-19 11:05:00,C008,PChome 24h,桃園市,常溫,403,1931.3,True
ORD-202505-00117,2025-02-13,2025-02-14 01:17:00,2025-02-15 12:17:00,C003,水產鮮活 B2B,台南市,冷凍,401,420.0,True
ORD-202504-00476,2025-05-01,2025-05-02 10:22:00,2025-05-04 15:22:00,C007,統一生鮮,台南市,冷藏,401,1069.8,True
ORD-202506-00022,2025-04-09,2025-04-11 03:25:00,2025-04-10 08:25:00,C004,家樂福全聯,桃園市,常溫,399,1959.1,False
ORD-202506-00072,2025-01-02,2025-01-02 20:01:00,2025-01-04 00:01:00,C008,PChome 24h,台南市,常溫,398,1353.4,True
ORD-202505-00610,2025-03-13,2025-03-15 06:49:00,2025-03-17 02:49:00,C008,PChome 24h,新北市,常溫,396,2506.1,True
ORD-202504-00254,2025-04-08,2025-04-08 13:49:00,2025-04-10 08:49:00,C003,水產鮮活 B2B,新竹市,冷藏,394,3227.2,True
ORD-202505-00200,2025-02-05,2025-02-06 11:12:00,2025-02-06 21:12:00,C002,momo 購物網,台北市,常溫,394,2688.0,True
ORD-202504-00523,2025-05-22,2025-05-24 09:46:00,2025-05-25 22:46:00,C001,7-11 零售連鎖,桃園市,冷藏,394,2373.6,True
ORD-202506-00768,2025-03-15,2025-03-15 21:11:00,2025-03-18 07:11:00,C002,momo 購物網,新竹市,常溫,393,2840.2,True
ORD-202506-00401,2025-05-14,2025-05-16 19:42:00,2025-05-17 09:42:00,C001,7-11 零售連鎖,台中市,冷藏,393,971.7,True
ORD-202503-00403,2025-04-28,2025-04-30 03:04:00,2025-05-01 15:04:00,C001,7-11 零售連鎖,新北市,冷藏,393,2727.0,True
ORD-202502-00226,2025-04-22,2025-04-23 00:15:00,2025-04-25 02:15:00,C007,統一生鮮,台南市,冷凍,392,3615.8,True
ORD-202501-00566,2025-01-26,2025-01-28 12:35:00,2025-01-30 15:35:00,C008,PChome 24h,新竹市,常溫,391,4132.9,True
ORD-202504-00400,2025-03-13,2025-03-13 08:10:00,2025-03-13 21:10:00,C003,水產鮮活 B2B,台南市,冷凍,391,129.6,True
ORD-202505-00608,2025-03-06,2025-03-08 01:46:00,2025-03-09 16:46:00,C002,momo 購物網,高雄市,常溫,390,4055.9,True
ORD-202506-00616,2025-01-11,2025-01-12 06:53:00,2025-01-12 21:53:00,C006,全聯福利中心,新北市,冷藏,389,1366.7,True
ORD-202506-00771,2025-02-26,2025-02-28 06:42:00,2025-03-02 05:42:00,C004,家樂福全聯,台南市,冷藏,388,157.3,True
ORD-202504-00307,2025-05-31,2025-06-01 06:05:00,2025-06-02 09:05:00,C007,統一生鮮,台北市,冷凍,388,1740.9,True
ORD-202502-00201,2025-05-09,2025-05-10 19:05:00,2025-05-12 18:05:00,C005,蝦皮購物,基隆市,常溫,388,2352.5,True
ORD-202502-00656,2025-03-09,2025-03-10 16:56:00,2025-03-11 17:56:00,C001,7-11 零售連鎖,桃園市,冷藏,388,4464.6,True
ORD-202501-00548,2025-03-21,2025-03-22 10:21:00,2025-03-22 15:21:00,C008,PChome 24h,基隆市,常溫,387,2565.8,True
ORD-202501-00590,2025-01-29,2025-01-31 05:56:00,2025-02-01 06:56:00,C007,統一生鮮,台南市,冷藏,387,1879.7,True
ORD-202502-00412,2025-04-20,2025-04-21 05:44:00,2025-04-23 22:44:00,C007,統一生鮮,新北市,冷凍,386,3953.7,True
ORD-202501-00373,2025-03-13,2025-03-15 06:13:00,2025-03-17 23:13:00,C003,水產鮮活 B2B,台南市,冷藏,386,3208.3,True
ORD-202501-00583,2025-05-11,2025-05-13 02:41:00,2025-05-15 09:41:00,C006,全聯福利中心,桃園市,冷藏,386,3579.0,True
ORD-202504-00778,2025-01-21,2025-01-22 05:00:00,2025-01-23 03:00:00,C002,momo 購物網,高雄市,常溫,385,1944.8,True
ORD-202503-00738,2025-06-19,2025-06-20 16:31:00,2025-06-22 04:31:00,C004,家樂福全聯,台南市,常溫,384,2107.7,True
ORD-202506-00680,2025-03-25,2025-03-27 00:53:00,2025-03-29 23:53:00,C006,全聯福利中心,新北市,冷藏,384,1883.4,True
ORD-202505-00800,2025-04-14,2025-04-14 23:45:00,2025-04-17 10:45:00,C003,水產鮮活 B2B,台南市,冷藏,383,4382.0,True
ORD-202501-00624,2025-04-17,2025-04-19 07:35:00,2025-04-20 08:35:00,C008,PChome 24h,高雄市,常溫,383,1235.8,True
ORD-202506-00348,2025-04-27,2025-04-29 14:28:00,2025-05-01 00:28:00,C005,蝦皮購物,台南市,常溫,383,4421.3,True
ORD-202504-00100,2025-04-27,2025-04-29 07:03:00,2025-05-01 19:03:00,C003,水產鮮活 B2B,新北市,冷藏,382,2265.55,True
ORD-202503-00032,2025-05-21,2025-05-23 08:22:00,2025-05-25 19:22:00,C007,統一生鮮,桃園市,冷藏,381,2448.5,True
ORD-202502-00587,2025-01-31,2025-02-01 20:12:00,2025-02-04 12:12:00,C005,蝦皮購物,台北市,常溫,380,975.2,True
ORD-202502-00512,2025-04-26,2025-04-28 06:08:00,2025-05-01 06:08:00,C006,全聯福利中心,新北市,常溫,380,796.4,True
ORD-202502-00620,2025-01-13,2025-01-15 08:29:00,2025-01-16 18:29:00,C005,蝦皮購物,高雄市,常溫,380,1853.8,True
ORD-202505-00734,2025-02-13,2025-02-15 09:41:00,2025-02-14 19:41:00,C004,家樂福全聯,新北市,常溫,378,4311.2,False
ORD-202506-00190,2025-05-20,2025-05-21 13:38:00,2025-05-22 14:38:00,C006,全聯福利中心,新竹市,常溫,377,2033.8,True
ORD-202504-00185,2025-06-22,2025-06-24 00:07:00,2025-06-26 11:07:00,C001,7-11 零售連鎖,新竹市,冷藏,377,294.7,True
ORD-202506-00413,2025-01-02,2025-01-03 14:52:00,2025-01-03 15:52:00,C007,統一生鮮,桃園市,冷藏,376,1984.8,True
ORD-202506-00155,2025-03-09,2025-03-11 04:15:00,2025-03-11 13:15:00,C006,全聯福利中心,桃園市,冷藏,376,1934.9,True
ORD-202505-00156,2025-01-19,2025-01-19 04:18:00,2025-01-20 21:18:00,C004,家樂福全聯,新北市,常溫,375,411.5,True
ORD-202503-00304,2025-06-15,2025-06-17 06:18:00,2025-06-18 20:18:00,C003,水產鮮活 B2B,基隆市,冷凍,374,4088.4,True
ORD-202503-00593,2025-04-17,2025-04-18 15:17:00,2025-04-20 01:17:00,C008,PChome 24h,高雄市,常溫,373,1644.4,True
